No,User,Date Created,Tweet,Label,original
4701,aguset19,2021-11-12 01:28:10+00:00,"Gue cerita kalo gue mau uji emisi tapi gak jadi, karena peraturannya diundur, trus kata nyokap gue ""lagian ngapain sih, bayar ya"". Gue jelasin kan tentang dasar pencemaran udara dll. Trus tentang bantuan sosial di lingkungan rumah sampe pemerataan pendidikan.",P,False
421,HudAbdullah10,2022-05-24 03:25:26+00:00,"@darmantahu @KRMTRoySuryo2 Yg msh ngomong Mobil Esemka tdk dijadikan Mobnas itu adlh Manusia Idiot kayak kamu....!!!  Mobnas itu sdh diproduksi &amp;banyak dijual,  tapi untuk jadi mobnas banyak persyaratan dan memberatkan APBN,  dan Esemka tdk lulus uji Emisi jadi tdk bisa jadi Mobnas.",U,True
4797,afnnlambesis,2021-11-24 04:12:17+00:00,"Uji emisi 250rb, ngerampok banget. Bisnis apalagi ini bangsaaatt",N,False
4319,razikirawan,2021-01-02 15:08:55+00:00,Uji Emisi. Gile apa aje diduitin.,U,True
4694,abi2510,2021-11-18 04:20:11+00:00,Dengan adanya aturan kendaraan harus lulus knalpot emisi otomatis bye bye uji bising dong ya!,P,False
562,xXxNvMxx,2022-03-13 11:08:32+00:00,@nkmalasr @sbyfess Hooohhh berarti g lolos uji emisi iki,N,True
4296,tehtawarangett,2021-01-03 12:29:49+00:00,"@dinaslhdki Nanti org jakarta berbondong2 ke uji emisi gratis, jadi kumpulan massa lagi...",U,True
4902,Bambang_Budimab,2021-01-10 10:16:49+00:00,"@kumparan Sarananya dulu lakukan, dulu BANG YOS pernah tunjuk bbrp BENGKEL lakukan uji emisi yg tersebar di bbrp tempat shg Masy dimudahkan untuk dipersiapkan uji emisi.",P,False
952,momotorid,2021-11-23 09:59:34+00:00,"Jangan lupa pada uji emisi ya guys, karena motor yang berusia 3 tahun atau lebih bisa kena tilang kalo gak lolos uji emisi.",P,True
4727,mat_ciki,2021-11-10 02:07:32+00:00,@kiranadeira Pasti itu. Sblm ke KUD kan ke dishub dulu uji emisi gas buang 🤣🤣🤣🤣🤣,P,False
4552,bukantaulanyyyy,2022-07-15 16:52:20+00:00,"@FWBESS akun ini bersih kok, coba cek aja. kemarin juga baru uji lolos tes abis emisi",P,False
4594,dystopyan,2022-06-30 18:37:49+00:00,gak lepas ya bagus sih gan. Tandanya lu lolos uji emisi siap melaju di sirkuit,P,False
4670,pratama_212K,2021-11-20 05:00:32+00:00,@dreampaperr emisi Uji gas,P,False
4653,momotorid,2021-11-23 09:59:34+00:00,"Jangan lupa pada uji emisi ya guys, karena motor yang berusia 3 tahun atau lebih bisa kena gak lolos uji emisi.",P,False
4921,gagituzur,2020-10-02 02:17:00+00:00,"uji emisi kok 3 tahun, kok gk 5 tahun aja pas pergantian plat biar gampang",P,False
4659,oggie_seanta,2021-11-21 04:01:56+00:00,"Nyuci antrian, tinggal menunggu beres uji emisi... Semangat2! 🔥",P,False
4568,azrul_bagendut,2022-07-10 21:53:05+00:00,"@YsLagi @detikcom polusi bukan peduli pemerintah, itu balik sedang warganya, masa harus pemerintah menyediakan filter udara?... harus sebanyak apa?... ke rakyat nya masih kemana mana pake mobil tapi sendirian. dan bahkan uji emisi bukan karena tentang tapi kepaksa takut di tindak.",P,False
4087,KaloKataGuaMah,2021-01-21 01:57:31+00:00,Ini apaan anjir peraturan uji emisi? Pabrikan sebelum ngeluarin kendaran bermotor bukannya udah uji emisi?,U,True
3652,robindoang,2021-03-31 07:42:08+00:00,"@Wawanda @alvinlie21 Samsat harus buktikan no rangka dan mesin asli, bukan ketokan, akan kelihatan dari gesekan. Di luar negeri perpanjang pajak harus sekalian beli asuransi kendaraan, uji emisi, dll. Jauh lebih ribet.",N,True
4913,p4piKRiS,2021-01-09 04:18:02+00:00,"@kompascom “... pemilik kendaraan yang tidak melakukan uji emisi atau memiliki emisi vaunt buang melebihi ambang Bata Akan dikenai sanksi baik tarif parkir maksimal dan sanksi lie yang diatur dalam Undang-Undang lalu lintas dan angkutan Jalan,”

Hahaha.. .emang gampang kasi sanksinya? how?",P,False
2072,rafysheptian1,2021-11-05 06:25:14+00:00,Tenang pasti bisa lulus uji emisi dengan motor 2tak.,U,True
2366,Prihantanto,2021-11-04 10:16:38+00:00,"Pemerintah: ah pcr mulai ribet Masyarakat udh pinter, apa lg ya? Oh ya uji emisi!!!!",N,True
1733,B124GA,2021-11-06 04:27:19+00:00,"@tatakujiyati @Naff___12 Warga DKI seperti saya tentu mendukung program positif Pemprov seperti ini, namun mohon agar sebelumnya dapat disediakan jaringan bengkel uji emisi yang jumlahnya lebih masuk akal jika dibandingkan dengan jumlah kendaraan bermotor di DKI.",U,True
4934,HarizFaishal,2021-11-01 14:05:08+00:00,"@detikcom Buat pajak kendaraan tiap tahun pd males, apalagi ditambah uji emisi setahun sekali jg. Nambah lg duit keluarnya ckck",N,False
4782,tokpitut,2021-11-04 13:32:02+00:00,"@duasisi_tvone 

Soal Uji emisi DKI
- mudahkan ijin bengkel uji swasta
- tentukan merk mesin uji
- dari sistem denda ke discount perpanjangan STNK.
- integrasikan data digital Samsat dg uji.
- Hukum mati Pungli .

gituaja  🇮🇩💝🇮🇩
.
.",P,False
1430,shahadah76,2021-11-07 15:42:48+00:00,@keuangannews_id Wah wah.. bener ini ente pak @aniesbaswedan ? Syaratkan lolos uji emisi dong. Jgm soal umur..🤔,U,True
3503,Meios3i,2021-06-07 00:27:00+00:00,"@txtdarigajelas Cowok nya ga lolos uji emisi, gas buang nya banyak substrat.",N,True
1787,kusiadelman,2021-11-06 01:43:18+00:00,"@ArjunaIreng_12 @RieGucciano @aniesbaswedan Kerugian akibat kemacetan, yg sekaligus kontributor polusi adlh 65T per tahun. Harusnya dana itu apabila aturan/dikelola dgn baik maka kewajiban penduduk bisa teratasi tanpa menjadikannya sbg sumber pengeluaran (yakin suatu saat uji emisi ini akan berbayar, gratis diawal2 saja).",U,True
2333,_basalemax,2021-11-04 12:15:00+00:00,"@rahmatsn @aniesbaswedan Na ini ngawur @aniesbaswedan 
Ga lolos kena denda, sementara untuk uji emisi antrinya harus panjang bgt dari pagi klo mo gratis. Klo mau berbayar, bengkelnya suka2 ngasih harga.",N,True
1271,p4piKRiS,2021-11-09 08:15:27+00:00,@kompascom Tilang dijalan itu proses yg ribet dan rawan kucing2an... dari jutaan kendaraan yg lalu lalang berapa sih yg bisa ketangkep? apa ngga mending dikaitin dgn proses pembayaran Pajak Kendaraan Bermotor/PKB tiap tahun? jadi wajib uji emisi tiap thn dan datanya langsung masuk ke samsat,N,True
1241,sikas_purnomo,2021-11-09 16:14:07+00:00,@ekowboy2 Emang merepotkan rakyat itu peraturan uji emisi...,N,True
343,MilanOutLoud,2022-06-16 04:47:12+00:00,@llProfessore @epic_bro77 Iyah kalo ga salah ada peraturan mobil/motor warga Jkt yg udah usia 10 taun ke atas harus lolos uji emisi..,U,True
1034,johny_lonely,2021-11-16 23:37:59+00:00,"@Lisaamartatara4 @DediMulyadi71 Masih marah2 dan galak. Sangat Tidak layak.

Leader itu minimal segaya @aniesbaswedan . Batalkan uji emisi ya",U,True
865,tegarahardirsan,2021-12-02 03:33:00+00:00,"Info Uji Emisi di Jakarta Selatan dong yang Gratis untuk Sepeda Motor.

Nyari di google pun kok rata2 cuma uji emisi mobil aja ya?? Gimana sih ini. Mau ngasih sanksi buat yang belum uji emisi tapi Tempat Uji Emisi nya aja belum terlalu banyak.",N,True
319,dynamiteee_,2022-06-20 08:52:41+00:00,@yaelahsquid dibawah standar alias ga lulus uji emisi alias yauda deh,U,True
2773,xdxwrld,2021-11-03 12:14:27+00:00,"@rizalkunETU @AREAJULID Itu maksudnya kendaraan yang umurnya di atas 3 tahun wajib uji emisi, kalau gak lolos ya ditilang..",U,True
3382,dafrizio,2021-08-11 10:15:42+00:00,@alisyarief Uji emisi di alam ghoib🤣,U,True
705,CHRISTtrueLove,2022-01-24 04:26:01+00:00,"@dinaslhdki siang min,masih adakah uji emisi gratis?kalo ada mohon info lokasi&amp;jadwal,terima kasih sebelumnya",U,True
4920,vlades77,2021-01-06 07:54:26+00:00,"hr ini k jln pemuda utk #ujiemisi oleh @dinaslhdki. jadwal dari jam 9-12. tiba jam 10.10 ternyata kuota sdh habis. brktnya tgl 8jan21 d tmpt yg berbeda. ini spt dejavu wkt nyari2 tmpt perpanjangan sim krn samsat yg ttup saat jatuh tempo. emang bnr d indo, knp hrs d gampangin?",P,False
2060,WargaBetawie,2021-11-05 06:46:10+00:00,Assalaamua 'alaikum broh @pemkotdepok info uji emisi di kota depok dong?,U,True
4715,tatakujiyati,2021-11-10 06:44:24+00:00,"@inghau Ya kalau kita sdh uji emisi kan data kita tersimpan baik di bengkel tempat uji emisi atau di @dinaslhdki. Enggak akan ilang, tenang aja. Th depan ketika penegakan hukumnya jalan, Bapak bs bernapa lega krn sdh uji emisi kan? Soal apps mgk lg diperbaiki krn penegakan hk jg ditunda.",P,False
2531,RheinaHerlina,2021-11-04 04:33:08+00:00,@dusrimulya @aniesbaswedan Dlm situasi normal jg mas uji emisi kena tilang pd brontak ..mobil2 diatas 5 7 th banyak pasti g lulus kena tilang ..palagi motor🤪,U,True
4731,arifbudz,2021-11-09 14:45:08+00:00,"""Kalau gak uji emisi gimana? harus kebengkel utk servis, sementara servis mahal?""

Hei. Motor/mobil kamu sehat, itu juga kembali buat kenyamanan kamu sendiri?? 

Logic manusia2 seperti itu seperti perokok.
disuru berhenti utk kesehatan diri sendiri susah!",P,False
3459,willyroosdianto,2021-07-02 04:12:49+00:00,"@adeliaarie yang bagus yang tidurnya berkualitas
lulus uji emisi
dan KPI
huhuhu",U,True
1903,KaumReceh22,2021-11-05 14:32:34+00:00,Uji emisi bikin ribet aza...KLO kena tilang denda nya gede...itu duit buat nutup formula E ya bos Anis @anisbaswedan,N,True
2693,Dyananjani89,2021-11-03 23:41:58+00:00,"@FerdinandHaean3 Pohon2 di Jakarta ditebangin 
Ga jelas dimana duitnya

Skrg uk mengurangi polusi udara jakarta yg semakin buruk seburuk kinerjanya,dia berusaha membuat ""mencekik"" para Ojol / orang susah,dg alasan Uji Emisi.

Knp Bangsat gitu

Knp sy ga pernah mnemukan kata2 yg halus buat org itu",N,True
1248,rifai_syach,2021-11-09 14:26:54+00:00,#ujiemisi,U,True
2862,ipanyefta10,2021-11-03 02:07:27+00:00,"Permisi pak/bu, mau tanya masalah uji emisi motor tahun 2018 apakah perlu uji emisi? Kan wacananya 13 nov 21 mau sistem tilang. Tlg jawab pak/bu. Trims @TMCPoldaMetro @DivHumas_Polri @NTMCLantasPolri",U,True
269,set_adma,2022-07-05 07:25:57+00:00,"@detikcom Uji emisi nya harus gratis , kalau bayar itu cuma cari duit",N,True
4529,estebuuuu,2022-09-09 11:24:10+00:00,"@elisa_jkt Permisi dibatasi, ini sepertinya jalan yang pas saja Jl. Pintu Besar Utara, setelah Museum Bank Indonesia.

Jalan itu memang masuk kawasan zero emission. Lalu apa belokan kendaraan yang boleh lewat? Tentunya yg sudah lulus uji emisi dan mbak.

Motor masih boleh kok",P,False
378,anisaSRY,2022-06-07 18:19:27+00:00,Kamu tidak lolos uji emisi hati jiakh,U,True
581,crizpate,2022-03-09 14:57:21+00:00,@janmaotalai @KRMTRoySuryo2 Jawaban TOLOL...2 periode ga bs ngelolosin UJI EMISI,U,True
1463,mfsnk,2021-11-07 07:48:54+00:00,"Nyari bengkel buat uji emisi susaa banget,apalagi diTangsel g ada infonya seperti bodo amat haha. Akhirnya nyari ada di Jakbar you know what di PlanetBan kan, masa ya hrs dtg jsm 1pagi buat nulis motor mana yg bakal diuji, jam 3pg udh abis kuota stress",U,True
4679,lebrekele2,2021-11-19 09:30:21+00:00,@dinaslhdki @BeritaJakarta kapan ADA uji emisi lagi??,P,False
4775,tatakujiyati,2021-11-04 22:22:55+00:00,"@AbanggSayur @aniesbaswedan @dinaslhdki Kalau menunggu siap, kita tidak akan pernah siap. Tapi ancaman Jakarta tenggelam itu nyata. Yg kena akibatnya semua orang, bukan hy yg ogah uji emisi. Kalau berat memelihara kendaraan ramah lingkungan, lbh baik pindah angkutan umum atau naik sepeda. Perjuangan mmg tidak mudah.",P,False
2012,dyoro12,2021-11-05 09:23:01+00:00,"Gue bikin sim karna emg gak pengen ditilang tp sekarang harus uji emisi yg katanya kalo gaada surat itu bakal di tilang. Ini sama aja sih ujung2nya bakal kena tilang juga.
Lama2 ada aja yg dibikin, semua dibikin peraturan baru hhhhh😪",U,True
1236,toga76,2021-11-10 00:01:22+00:00,"@KompasTV Uji emisi ini bikin orang miskin makin susah,sebab kendaraannya hanya mampu diperbaikisendiri bila rusak ke bengkel mahal dan menambah biaya,sebaiknya truk/bus/angka.umum yg wajib kir itu yg hrs ditilang.....",N,True
4346,jun_pemulung,2020-12-31 01:47:51+00:00,@0phium @kompascom yg uji emisi aturanya untuk yg dikomersil kan motor walaupun mf ( gojek )  tp kan cc rendah yg tdk kecil emisi karbon buang nya..,U,True
2630,Kaka1wan,2021-11-04 02:04:23+00:00,@DKIJakarta Mohon dibantu utk pengecekan allikasi uji emisi sampaj dgn sekarang yg bisa hanya utk mobil sedangkan utk motor blm bisa padahal peraturannya motor juga kena...mohon dipermudah dan sekaligus utk bengkel motor resmi dihimbau utk bisa uji emisi motor.,P,True
4855,kaoskakisobek,2021-11-05 16:50:47+00:00,@LordCondet @aniesbaswedan @DKIJakarta Betul cing.. Ga usah aneh2lah.. banyak yg susah.. Motor lagi mau di uji emisi,N,False
366,5454_JI,2022-06-08 16:03:04+00:00,"@DoankWarto Ya karna fakta nya di balikkan, mampu produksi 200-300 ehhh bukannya 6000 unit dan klo sertifikat uji emisi sdh dipegang bisa lebih banyak 4x lebih... Lebih banyak ngibul nya",U,True
4912,p4piKRiS,2021-01-09 04:18:02+00:00,"@kompascom “... pemilik kendaraan yang tidak melakukan uji emisi atau memiliki emisi gasolene buang melebihi ambang Bata Akan dikenai sanksi baik tarif parkir maksimal dan sanksi lie yang diatur dalam Undang-Undang lalu lintas dan angkutan Jalan,”

Hahaha.. .emang gampang kasi sanksinya? how?",P,False
2199,serunicahya,2021-11-05 01:13:33+00:00,Ky bingung sm aturan baru tntg uji emisi kendaraan dan bakal dikenain tilang klo smpe kendaraan blm uji emisi di 13 nov nanti... ngeliat antrian uji emisi aja bikin emosi kok bs gitu bikin aturan mepet2 amat dan gak nyediain fasilitas yg mumpuni. Gmn sih bingung bgt jujurrr,N,True
4804,UfiAl_Ayyubi,2021-11-04 00:45:10+00:00,@apalagi ini kalo tidak lolos uji emisi trus dibeliin mobil /mtor baru oleh pemerintah pasti rakyate senang,P,False
4066,ices_rz,2021-01-21 15:14:37+00:00,"Hari terakhir uji emisi gratis, dan baru tau infonya karena liat post di ig. 
Kalau gak uji emisi bisa2 ditilang. Motor 250k.
Mampus 😭",U,True
2655,Anti_drun,2021-11-04 01:29:44+00:00,@FerdinandHaean3 Inikah akibatnya klw bikin aturan tanpa melibatkan org berpendidikan yg jelas....berapa juta kendaraan yg mau uji emisi.....ayo libur semua ...antri uji emisi,N,True
4895,dusrimulya,2021-11-04 08:56:37+00:00,"@DefUncle @Reiza_Patters @aniesbaswedan Uji emisi lu dan service mobil lu bisa empati bayarin

Tp gua lu ga ada kepada orang yg buat makan aja susah..disitulah kebodohan lu",N,False
4859,Bambang_Budimab,2021-03-02 03:00:37+00:00,@aniesbaswedan Untuk per mudah Masy lakukan Uji emisi libatkan  Bengkel Swasta yg penuhi syarat MSc spt di Era bed Yos.,P,False
3919,703_BK,2021-02-03 08:10:01+00:00,"@AstraHondaCare Butuh jodoh eeeehhh butuh info tempat uji emisi buat motor honda, min.. Susah nyari bengkel yg bisa..",U,True
4553,bukantaulanyyyy,2022-07-15 16:52:20+00:00,"@FWBESS akun ini bersih kok, coba cek aja. kemarin juga baru abis lolos si uji emisi",P,False
4692,abi2510,2021-11-18 04:20:11+00:00,Dengan adanya aturan kendaraan harus lulus uji emisi otomatis bye bye knalpot bising dong ya!,P,False
4564,azrul_bagendut,2022-07-10 21:53:05+00:00,"@YsLagi @detikcom polusi bukan pemerintah, itu balik, masa harus pemerintah menyediakan filter udara?... harus sebanyak apa?... sedang rakyat nya masih kemana mana pake mobil tapi sendirian. dan bahkan uji emisi bukan karena tapi kepaksa takut di tindak.",P,False
4812,Agung23940362,2021-11-01 05:12:19+00:00,@aniesbaswedan mohon Pak Gubernur intruksi pejabat terkait agar kolaborasi dengan kawasan peyangga wilayah DKI terkait kemudahan tempat uji emisi yang akan berlaku tilang pada 13 Nov nanti. info bengkel di bekasi ADA yang tidak siap alat uji emisi tsb.,P,False
781,ceruleancityofc,2021-12-27 11:38:34+00:00,"Mo uji emisi males mulu,tunda terossss 🥲🥲",N,True
4791,Lukman_Mth,2021-11-04 08:53:28+00:00,"@Reiza_Patters @dusrimulya @aniesbaswedan Paham bang, tapi ga semua di DKI akses mesti umumnya mudah. Untuk daerah cilincing dikaji marunda kan engga begitu. Makanya kebijakan tilang uji emisi ini kayanya angkutan dan ulang",P,False
1368,Herlian27736316,2021-11-08 06:58:27+00:00,"@ArizaPatria ga usah buat masyarakat susah kasian mereka punya kbthn prut sama kbthn lain2 eh skrg ada uji emisi udh gitu kalo ga uji emisi kena tilang kasian pak pengndara motor, rakyat lper pak, rakyat tuh lgi pusing eh ditmbah pusing dgn adanya aturan itu",N,True
3738,w_i_d_h_i,2021-03-10 06:42:29+00:00,"@WSoekardi @elisa_jkt Itu kebijakan khusus terkait emisi. Baru uji coba juga di 3 lokasi. Halah, segitu mah belum berasa efeknya.",U,True
4928,musafir_hidup,2021-11-03 23:23:37+00:00,"@FerdinandHaean3 rame-rame urusan uji emisi sudah hal kali; rame-rame, ada antrian, ada stiker, trus senyap....

beberapa waktu kemudian, terjadi lagi beberapa yang sama...",N,False
1850,tatakujiyati,2021-11-05 21:58:08+00:00,"@azzauhary1987 @aniesbaswedan Betul merupakan salah 1 tuntutan dr LBH Jakarta. Tapi sebenarnya Anies telah mengeluarkan Pergub uji emisi jauh sebelum itu yi sejak 22 Juli 2020. Dan sejak itu sosialisasi, kampanye uji emisi gratis, penerapan disinsentif parkir dg tarif lbh mahal -- telah dilakukan.",U,True
4764,MuRez,2022-07-13 06:27:49+00:00,"@CNNIndonesia Bagaimana dgn motor q yg sudah 11 tahun 😂😂😂, gk usah uji sudah pasti gk lolos emisi",N,False
380,niaaeyo,2022-06-07 12:17:49+00:00,@__bearvante Manifesting laki seperti dia meskipun diri ini tingkah lakunya tida lulus uji emisi,U,True
2232,aditcm,2021-11-04 23:08:52+00:00,@FerdinandHaean3 Kasian yg kmaren udh antri berjam2 uji emisi di   irti monas 😅,N,True
4776,paincollector,2022-06-16 07:21:45+00:00,@GunRomli Kalo mobil dibatasin ntar kamu ngamuk Georgia? Baru bikin aturan wajib uji emisi aja udah diprotes sampai di tunda UU nya,N,False
4760,macan1962,2022-07-19 20:44:53+00:00,"@tempodotco Apakah ini strateginya pemerintah? 
Uji emisi tapi tempat nya banyak yg gak tau dan gak dikasih tau, biasanya pasti dgn yg mahal  , seharusnya free",N,False
3054,sikas_purnomo,2021-10-29 12:11:10+00:00,@kompascom Aneh banget.. bengkel yg uji emisi aja baru ada 11 udah mau pake nilang aja... nyusahin rakyat banget..,U,True
1885,nininrider86,2021-11-05 15:29:11+00:00,"@FirzaHusainID Nah ini yg bikin pusing sy dlm bbrp hr ini.
1. Tempat dan lokasi uji emisi (R2) terbatas dan antre
2. Masa berlaku cuma 1 tahun
3. Bakal jd bahan bancakan oknum buat nilang.

Kayak mau membenturkan petugas sm masy aja nih. 🤬🤬🤬",N,True
4584,dulqowi,2022-07-06 03:46:10+00:00,"@Adityatris @addiems Setuju sumber polusinya hrs di kelola &amp; dikendalikan selain pembenahan2 (maksimalkan transportasi umum, uji emisi, perbanyak RTH) &amp; live greenness Jakarta.",P,False
4959,widy1892,2021-01-20 08:32:30+00:00,Sepeda centrifugal skrng harus uji emisi dah kayak mobil ajah. Kenapa gak dari dulu kalo emang perlu uji emisi!!! Kalo gak bawa surat blulus uji emisi ditilang 250k...lagi Susa giji nambah bikin Sousse!!!,N,False
4528,estebuuuu,2022-09-09 11:24:10+00:00,"@elisa_jkt Permisi mbak, ini sepertinya jalan yang pas belokan Jl. Pintu Besar Utara, setelah Museum swear Indonesia.

Jalan itu memang masuk kawasan cypher emission. Lalu apa saja kendaraan yang boleh lewat? Tentunya yg sudah mantrap uji emisi dan dibatasi.

motive masih boleh kok",P,False
2809,JeffreySun21,2021-11-03 09:37:57+00:00,"@KompasTV Mbl panther dan yg pke solar apa bs lolos uji emisi ya, itu khan timbulkn asap tebal ??",U,True
712,sansans42,2022-01-18 12:45:22+00:00,@ProfesorZubairi lagi uji emisi kali,U,True
4618,FRPrayogo,2022-06-20 02:51:54+00:00,pltu emisi uji !!! 🤑😃,P,False
3831,mas_bintang,2021-02-26 05:20:06+00:00,"@iyoeoblib Idem. BMW kita bijimane. 

Masa cuma boleh punya mobil 2017 keatas. Itupun deg2an juga tahun depannya udah harus siap jual mobil. 
Yg 2016 jelas ketar-ketir. 

Uji emisi lah. Fair.",U,True
35,hamzahnoorirfan,2022-09-12 00:38:53+00:00,"@bagusatrios bener juga ga semua orang ngurus mobilnya dengan bener, uji emisi aja disuruh dulu kalo ga disuruh juga pada ga uji emisi, belom lah yg ngeluh macet blablabla mbut",N,True
4826,sikas_purnomo,2021-10-29 12:06:16+00:00,"@DKIJakarta @dinaslhdki @tertinggi @TMCPoldaMetro Kalo mau cerdas ajarin tak melakukan pak, bapak bikin peraturan semua bengkel di wilayah DKI harus bisa melakukan uji emisi dulu.. sama kasih harga eceran DishubDKI_JKT.. permudah dulu rakyat sini uji emisi.. sama pabrik yg ngebul ditutup semua aja itu!",P,False
4630,Temongaul,2022-06-04 05:05:42+00:00,"@emerson_yuntho ""Jangan lupa, smua harus lulus uji emisi""

-Petugas dishub-",P,False
1561,aryanisky,2021-11-06 15:27:37+00:00,"@ArizaPatria pak wagub, apakah setelah uji emisi, motor kami akan disita kalo tidak memenuhi standar  polusi?.",U,True
2054,FreddySidauruk,2021-11-05 06:52:14+00:00,@nurinuriii Rame nih kek dealer yg lagi antri uji emisi,N,True
2639,Aleloghy,2021-11-04 01:52:50+00:00,"Melihat postingan Jakarta Info terkait dengan antrian uji emisi kenderaan di Jakarta pagi ini, merasa beruntung banget pas weekend yang lalu udah duluan saat service mobil.",N,True
4898,hermanto1st,2021-11-04 08:23:01+00:00,@dinaslhdki @DKIJakarta @aniesbaswedan @ArizaPatria Kok uji emisi motor di Planet Ban Jl. Panjang Jakarta Barat hanya dibatasi 30 Kalau per hari? Padahal yang antri sangat bangat. Tolon ditambhakn bengkel yang bisa melayani banyak. motor Planet bengkel gak serius buat uji emisi tolong ditunjuk Ban lain yang lebih siap.,N,False
1772,kemlonih,2021-11-06 02:30:58+00:00,"@AniBunny14 @LordCondet @fahmiidr10 @aniesbaswedan @DKIJakarta Lah kan uji emisi aja.. penindakannya akhirnya ditunda bukan? 🤔

Coba cek lagi twitnya om @LordCondet .. hehehe.. kan di mention bahwa penindakannya ditunda.. uji emisi gratis gak akan merugikan warga kan..? Bahkan dikasih tau problem dengan kendaraanya? 🤔",U,True
4534,GWasliNKRI,2022-08-30 02:23:29+00:00,@kadang perlu uji emisi untuk parkiran basement .. saya juga sering merasa sesak jika ada asap di basement ..,P,False
4884,oscartotango,2021-02-06 09:51:41+00:00,"Liat hasil uji emisi aja seneng.

Gak sia2 kamu rutin kuserpis nak. Kasih makan bensin bagus juga. Gak, yg ada sama2 diabuse di jalan apalagi sama motor2 pantat gede ato yg suaranya sember maunya geber 🥲",P,False
2950,Benoe_Adja,2021-11-01 23:18:22+00:00,"@CNNIndonesia Kalo uji emisi gratis ya gpp, tapi kalo bayar jadi uji emosi...",U,True
2915,didithumbee,2021-11-02 07:08:30+00:00,"Pagi ini 2 November uji emisi lagi untuk motor lain, sampai di kantor DLH jam setengah 8, ternyata dapet kupon antrean nomer 85 😵",N,True
247,BangbangTjahja2,2022-07-08 06:15:58+00:00,@tribunnews Aturan baik tapi tolong perbanyak lokasi untuk uji emisi dengan harga murah,P,True
2314,tokpitut,2021-11-04 13:32:02+00:00,"@duasisi_tvone 

Soal Uji emisi DKI
- mudahkan ijin bengkel uji swasta
- jangan tentukan merk mesin uji
- Alihkan dari sistem denda ke discount perpanjangan STNK.
- integrasikan data digital Samsat dg bengkel uji.
- Hukum mati Pungli .

gituaja  🇮🇩💝🇮🇩
.
.",P,True
1420,01idham,2021-11-07 17:24:26+00:00,"@tatakujiyati @dinaslhdki @DKIJakarta @aniesbaswedan Bisa disebutkan 207 bengkel yg bs uji emisi?
Saya ke @dinaslhdki di Cililitan jam 9, ternyata pengambilan antrian 
sudah dari subuh dibatasi 150 kendaraan",N,True
4710,tatakujiyati,2021-11-10 06:44:24+00:00,"@inghau Ya kalau kita sdh uji emisi kan data kita tersimpan baik di bengkel tempat uji emisi atau di @dinaslhdki. Enggak akan ilang, aja. depan ketika penegakan hukumnya jalan, bernapa lega krn sdh uji emisi kan? apps mgk lg diperbaiki krn penegakan hk jg ditunda.",P,False
1046,ChocooBanana__,2021-11-16 06:19:24+00:00,Info bengkel yg bisa uji emisi dong,U,True
2743,telkomselpret,2021-11-03 14:49:22+00:00,@medcom_id Trus abis itu bapak luhut mau nyumbang/sedekah lg ke pt terkait mengenai hasil uji emisi karbon🤔/ bgm nich? @jokowi @KemenkesRI @KompasTV,U,True
4124,loveoliv,2021-01-18 04:14:58+00:00,"lalu, karena suami penasaran, akhirnya qta muter lha ke ""taman"" waduk pluit.. baru terlihat ""ular2an"" antrian uji emisi.. ikut lha mulai antri.. di serobot mobil lain berkali2.. lapar tengah jalan, beli gorengan ibu2 pinggir jalan.. sekedar mengisi perut untuk melanjutkan..",N,True
4815,ihutagalung,2021-11-01 02:57:20+00:00,"Ternyata Pemprov DKI punya aplikasi E-Uji Emisi. Bisa cek apakah mobil kita udah ada hasil uji emisinya. lain bisa cek lokasi uji emisi terdekat.
Hal-hal memudahkan begini yang membuat gue memutuskan tetap pegang KTP Pemda. Gak sempurna, tapi jauh lebih baik dibandingkan DKI Dan.",P,False
1691,ArjunaIreng_12,2021-11-06 06:53:49+00:00,"@alexusman13 @Yopiluthfi1 Gw udah baca isinya dan link beritanya ada ditautan thread gw, gini bang yg namanya uji emisi kalo gak lolos itu cuma 2 pilihan service rutin atau ganti motor.
Yg gw soroti adalah waktunya yg gak tepat dimasa pandemi seperti ini lagi banyak org yg utk sekedar buat makan aja susah",N,True
4761,jayaleew,2021-11-05 06:41:48+00:00,"@rahmatsn @aniesbaswedan Uji emisi bagus ,itu ide Lama sekitar tahun lxx an.Kasihan rakyat dengan keadaan sekarang ini.mudah2xan pemerintah tidak ada udang di balik batu.",P,False
2505,satrio_alif,2021-11-04 05:18:01+00:00,"Ooo iya deng motor juga. Kalo ada yg punya info lokasi uji emisi, boleh dong share",U,True
4121,nard0909,2021-01-18 05:19:40+00:00,"@Uki23 @HusinShihab @permadiaktivis1 @GagakNew @kangdede78 @GunRomli @kurawa @WagimanDeep212_ @Aryprasetyo85 @Dennysiregar7 @FerdinandHaean3 Bangke lah jajaran pemprov! Sosialisasi soal emisi kendaraan mendekati hari H penerapan baru di umbar, pdhal beritanya di teken juli'20 lalu, antrian uji emisi mbludak, biaya uji emisi ga ada standar. Di jalanan ga ada info soal penerapan emisi ini. Arahnya cm incar duit denda 👎",N,True
1003,abi2510,2021-11-18 04:20:11+00:00,Dengan adanya aturan kendaraan harus lulus uji emisi otomatis bye bye knalpot bising dong ya!,P,True
1065,johny_lonely,2021-11-15 07:16:12+00:00,"@__Sridiana_3va Ada juga uji emisi.

Kreatip bener nyusahin rakyat",U,True
