,username,tweet,waktu,sentiment,Topik
1135,@energiedukasi,"Pemerintah sedang menyiapkan peraturan terkait pengelolaan sampah menjadi energi listrik yg akan diterapkan di 7 kota di Indonesia, Sobat.",2016-12-23T07:48:07.000Z,negatif,Pengelolaan Sampah
1136,@rudyschatzi,"RT @kabartvOne: Sampah di Indonesia Bisa Hasilkan Rp50,6 Miliar per Tahun: Pemerintah optimistis pengelolaan sampah melalui bank...",2011-09-23T14:33:59.000Z,negatif,Pengelolaan Sampah
1137,@FelixRivaldoS,Sebenernya di Indonesia wajar kalo pemimpin daerah marah2 karena emang etos kerja instansi pemerintah emang sampah,2016-09-20T10:46:54.000Z,negatif,Kebijakan Pemerintah
1138,@ki_dongkol,"Ganti presiden menjadi gerakan rakyat adalah fenomena baru dalam perpolitikan di Indonesia. 
Ketidakadilan pemerintah dalam segala hal adalah pemicunya. 
Terutama media yang selalu menyajikan berita bau sampah busuk dikabarkan sebagai bau minyak wangi.",2018-08-30T07:44:09.000Z,negatif,Kebijakan Pemerintah
1139,@adestachrist,ada yang ngga suka sama politik tapi ikutan ngomongin politik. Ga suka sama pemerintah tapi masih betah aja di Indonesia. sampah,2014-04-08T12:34:03.000Z,positif,Kebijakan Pemerintah
1140,@KangTteokpokki,"Di Indonesia doang yg Corona dijadiin isu politik doang

Ajg emang politikus biadab. Bukannya mendoakan yang terbaik dan mendukung kebijakan pemerintah, malah minta ganti pemimpin.

Hestek butuh pemimpin, jkw gagal, dan lainnya itu sampah.

Bgst lah

(Kesel gua kalau gini terus)",2020-03-14T17:10:54.000Z,positif,Kebijakan Pemerintah
1141,@abu_abuzaidamin,Tdk presiden wakil presiden petinggi pemerintah sipil petinggi tni polri makanya saya tertawa melihat hukum di indonesia seperti sampah bagi,2015-03-30T11:09:30.000Z,positif,Kebijakan Pemerintah
1142,@akarliar,"Dosen nunjukin penelitian suaminya bahwa di Indonesia, cuma 1/3 pegawai pemerintah yang benar-benar kerja dan mengabdi, sisanya sampah.",2012-09-25T11:40:57.000Z,positif,Kebijakan Pemerintah
1143,@greenradioline,Arif: persoalan persapahan di Indonesia merupakan persoalan klasik yang berakar dari kegagalan manajemen sampah dari pemerintah,2017-10-18T08:15:48.000Z,negatif,Kebijakan Pemerintah
1144,@dilla_fadnst,Andai pemerintah bisa membuat satu pulau di indonesia ini utk tempat utk sampah masyarakat...dah ku kirim kau ke pulau itu,2011-09-17T04:24:41.000Z,positif,Kebijakan Pemerintah
1145,@andibachruddin,"Banyak anak kecil terlantar di Indonesia, banyak anak kecil dan orang dewasa yg kelaparan, mana pemerintah yg katanya pro rakyat ! Sampah !",2012-11-24T07:55:42.000Z,positif,Kebijakan Pemerintah
1146,@ezkalow,Kapan ya.. Di Indonesia sungai2nya ngalir dan ga ada sampah?! Mudah2n aja pemerintah segera tergerak hatinya buat ngurusin itu.. Amiin..,2013-03-24T06:29:59.000Z,positif,Kebijakan Pemerintah
1147,@athinao,Melihat tren nikahan nyunomral ini jadi sedih kebayang sampah plastik yang menggunung dan ga diolah di Indonesia semakin tinggi dan tinggi dan masih aja ga dipikirin pemerintah :/,2020-06-26T16:36:32.000Z,negatif,Kebijakan Pemerintah
1148,@adestachrist,ada yang ngga suka sama politik tapi ikutan ngomongin politik. Ga suka sama pemerintah tapi masih betah aja di Indonesia. sampah,2014-04-08T12:34:03.000Z,positif,Kebijakan Pemerintah
1149,@sassychicks,RT @nialesmana: @Ratrichibi di indonesia buang sampah sembarang itu biasa dan kebiasaan yg udah berakar.giliran banjir nyalahin pemerintah,2013-04-23T06:19:47.000Z,negatif,Kebijakan Pemerintah
1150,@abby_onety,Permasalahan sampah plastik di Indonesia dan target Pemerintah Indonesia untuk menyelesaikan permasalahan tersebut #bijakberplastik #sampahkutanggungjawabku,2019-11-26T09:07:07.000Z,negatif,Sampah
1151,@andibachruddin,"Banyak anak kecil terlantar di Indonesia, banyak anak kecil dan orang dewasa yg kelaparan, mana pemerintah yg katanya pro rakyat ! Sampah !",2012-11-24T07:55:42.000Z,positif,Kebijakan Pemerintah
1152,@triaji29,Pemerintah terhebat sepanjang sejarah adalah pemerintah yang mampu menangani permasalahan sampah di wilayah kekuasaannya.. mungkin itu hanya di Singapore dan negara maju lainya.. di Indonesia (impossible),2018-11-03T22:47:03.000Z,positif,Kebijakan Pemerintah
1153,@ChandraasriID,"Untuk mendukung program pemerintah mengurangi sampah plastik kami berpartisipasi menerapkan aspal plastik di Cilegon dan beberapa wilayah di Indonesia seperti Tegal, Cileungsi-Bogor, dan Semarang.",2020-03-08T10:59:31.000Z,negatif,Kebijakan Pemerintah
1154,@OLo_Harianja,Banyak nya perusahaan sampah di indonesia.! Untung mau banyak.! Tapi tidak taat dengan peraturan Pemerintah yang ada.! @tvOneNews @Metro_TV,2014-04-15T16:08:19.000Z,positif,Sampah
1155,@Kurniawan211093,"di indonesia ini masih miris soal sampah...kalo udah numpuk pemerintah disalahin,, jngn hanya kritik pemerintahan tapi bantu juga pemerintahan,,
agar sama"" membangun indonesia menjadi lebih baik lagi..
kalo terus""an begini
 #2019gantirakyat",2018-07-25T08:39:01.000Z,positif,Kebijakan Pemerintah
1156,@WikiDPR1,"#Baleg #UUPengelolaanSampah TA Baleg : Itu adalah perspektif yg komprehensif untuk melihat pengelolaan sampah yg ada di Indonesia. 

Dari aspek regulasi, di UU 18 Tahun 2008 ini ada mendelegasikan di 12 Peraturan Pemerintah, 4 Peraturan Menteri, dan 11 Peraturan Daerah.",2023-02-09T10:59:29.000Z,negatif,Pengelolaan Sampah
1157,@nrlph_,"yg bikin covid-19 cepet menyebar di Indonesia salah satunya orang-orang yg ngomong ""Gausah takut sama Corona, mati udah diatur Allah""

Pemerintah lagi gencar-gencar nya nanganin Virus ini, bacot masyarakatnya malah sampah.",2020-03-17T03:44:46.000Z,negatif,Sampah
1158,@ifdaalyuhar,"Disuruh Vaksin krn masih gratis bicaranya bahaya lah apalah ini itu, giliran nanti vaksin sudah berbayar bicaranya semua di jadikan bisnis.. sama halnya dengan banjir, yg buang sampah ke sungai masyarakat pas banjir yg disalahkan malah pemerintah... 
Selamat datang di Indonesia.",2021-07-03T12:55:51.000Z,positif,Kebijakan Pemerintah
1159,@maslondro,"Bonjar banjir bonjar banjir 
Salah kabeh, pemerintah dirasa kurang maksimal dalam menjalankan program 
Masyarakat tetep aja buang sampah sembarangan 
Gausah nyalahin kalo semuanya memang bobrok di indonesia  
Malu",2020-01-03T00:55:51.000Z,negatif,Kebijakan Pemerintah
1160,@kpp_pa,"Memohon pemerintah menyelaraskan peraturan perundang-undangan mengenai batas minimal usia perkawinan; selain itu Forum Anak bersama Pemerintah berkomitmen untuk membatasi penggunaan plastik sekali pakai dan mendayagunakan sampah plastik untuk di daur ulang di Indonesia;
#HAN2018",2018-07-23T06:38:40.000Z,negatif,Kebijakan Pemerintah
1161,@benyranto,Salah pemerintah lah kenapa tdk menciptakan perusahaan sendiri malah menampung perusahaan asing membuat sampah di indonesia,2016-02-16T16:05:23.000Z,negatif,Kebijakan Pemerintah
1162,@OLo_Harianja,Banyak nya perusahaan sampah di indonesia.! Untung mau banyak.! Tapi tidak taat dengan peraturan Pemerintah yang ada.! @tvOneNews @Metro_TV,2014-04-15T16:08:19.000Z,positif,Sampah
1163,@adeRmaulana,"Perasaan masalah  yg ada di indonesia dibilangnya ""karna kegagalan pemerintah"" perbaiki diri sendiri dulu mulai dri buang sampah yg tertib.",2015-12-17T02:54:29.000Z,negatif,Kebijakan Pemerintah
1164,@Hajemih,"hese jeung, lolobana nimbun duit wae=)) RT @AjeeengAP
Pemerintah di Indonesia layaknya menimbun sampah anorganik",2012-12-21T10:20:42.000Z,positif,Sampah
1165,@radyfebrian,ternyata pemerintah pun menghalalkan pembajakan dvd di indonesia dengan mempersulit bea masuk film impor...suka2 kau lah woi!sampah!!,2011-02-18T13:42:56.000Z,negatif,Kebijakan Pemerintah
1166,@aoong_,semoga pemerintah bisa menangani sampah di Indonesia #Tango1Cinta1Indonesia,2012-08-17T08:17:28.000Z,negatif,Kebijakan Pemerintah
1167,@SonyChrisGulo,"Aneh ya pasar di Indonesia gk ada 1pun yg bersih..
Semua koror banyak sampah.
Bagaimana Pemerintah ini?
Apa Kata Dunia???
!!!!",2013-05-23T09:01:22.000Z,positif,Sampah
1168,@official_shandy,Cuma di Indonesia yang buang sampah masyarakat yang disalihin Pemerintah .. :(,2013-12-23T13:05:40.000Z,negatif,Sampah
1169,@brin_indonesia,Salah satu kebijakan pemerintah untuk meningkatkan penggunaan Energi Baru Terbarukan (EBT) di Indonesia adalah dengan program co-firing biomassa limbah pertanian atau sampah perkotaan.,2023-01-13T06:25:58.000Z,negatif,Kebijakan Pemerintah
1170,@yookihyunnim,"Nah iya, kalo ada sesuatu terjadi di indonesia pasti nyalahin presiden, pemerintah.
Nih contohnya ada banjir, tar pada komen pemerintah gak becus bla bla bla
LAH ELU SENDIRI MASIH BUANG SAMPAH SEMBARANGAN BGST",2018-12-11T15:27:47.000Z,negatif,Kebijakan Pemerintah
1171,@GraloYopa,"Mari kita bersama pemerintah untuk mewujudkan target pengurangan sampah di indonesia
#JagaBumi #EarthDayForum2021",2021-04-22T07:20:38.000Z,negatif,Kebijakan Pemerintah
1172,@syahnarf,"Hidup dan tinggal di Indonesia itu bagaikan dapat nasib buruk gitu... Gak ada winter, pemerintah nya pabaliut absurd, sampah dimana-mana.-_-",2013-01-13T11:59:30.000Z,negatif,Kebijakan Pemerintah
1173,@akarliar,"Dosen nunjukin penelitian suaminya bahwa di Indonesia, cuma 1/3 pegawai pemerintah yang benar-benar kerja dan mengabdi, sisanya sampah.",2012-09-25T11:40:57.000Z,positif,Kebijakan Pemerintah
1174,@LBiru23,"servis motor setengah jam jadi satu setengah jam , hanya di INDONESIA !!
dari pemerintah sampe petugas honda ga ada yg PRO ! SAMPAH SEMUA !!",2012-03-13T09:29:08.000Z,negatif,Kebijakan Pemerintah
1175,@rodatigaaa,Kalo di gunung banyak sampah..dan pemerintah tegas...di tutup lah semua gunung di Indonesia.....gimana hayo ? #sampahgunung,2014-08-16T06:30:22.000Z,negatif,Kebijakan Pemerintah
1176,@KONPHALINDO,Undang undang sampah yang sedang disusun pemerintah seperti memperlihatkan kerumitan dalam mengatasi masalah lingkungan hidup di Indonesia,2011-07-01T10:21:57.000Z,positif,Kebijakan Pemerintah
1177,@poopepie2,"Dulunya visilu bagus bro, ngenalin kampus-kampus di indonesia sama modern-jazz progreasive/fussion, sekarang napa pake gimmick metaverse pake kerja sama pemerintah juga lagi. Sampah",2022-05-17T02:23:45.000Z,positif,Kebijakan Pemerintah
1178,@dinarseptia,"orang pintar dan orang jujur di indonesia hanya bakal menjadi sampah di maa pemerintah, gak berguna dan diasingkan.",2010-05-11T18:25:31.000Z,positif,Kebijakan Pemerintah
1179,@dilla_fadnst,Andai pemerintah bisa membuat satu pulau di indonesia ini utk tempat utk sampah masyarakat...dah ku kirim kau ke pulau itu,2011-09-17T04:24:41.000Z,positif,Kebijakan Pemerintah
1180,@saktisakti,"Politik di Indonesia = Menjijikkan , Politikusnya = Sampah , Pemerintah = Penipu n tukang sandiwara. #PrayForIndonesia",2011-07-20T06:09:12.000Z,negatif,Sampah
1181,@Kampanye_Bali,"Sampah plastik kini sudah menjadi ancaman di berbagai daerah di Indonesia, siapa yang bertanggung jawab untuk itu?Pemerintah? Masyarakat?",2015-02-20T13:01:06.000Z,positif,Sampah
1182,@Ryuupil,"di indonesia  pengelolaan sampah aja ga bagus. udah pemerintah nya ga peduli sm kelestarian lingkungan, masyarakat nya juga apatis.  sampah di TPS aja campur. boro boro misahin sampah kaya di LN organik non organik sm yg bs didaur ulang.",2021-12-16T06:31:37.000Z,negatif,Pengelolaan Sampah
1183,@SonyChrisGulo,"Aneh ya pasar di Indonesia gk ada 1pun yg bersih..
Semua koror banyak sampah.
Bagaimana Pemerintah ini?
Apa Kata Dunia???
!!!!",2013-05-23T09:01:22.000Z,positif,Sampah
1184,@aarif____,"Knp di indonesia semua nya hrs sampah sih? Pemerintah, pertelevisian, transportasi umum, sampe provider aja gini. Fak.",2011-04-13T12:18:28.000Z,positif,Sampah
1185,@nurfadliarifin,Apa yang harus kita (bukan pemerintah) lakukan agar setiap orang di Indonesia mau membuang sampah pada tempatnya?,2015-10-08T16:20:29.000Z,positif,Kebijakan Pemerintah
1186,@alivegurl,Bertanya dong: Kenapa di Indonesia banyak PSA dan inisiatif untuk memilah sampah rumah tangga tapi ngga ada peraturan/hukum langsung dari pemerintah?,2021-11-04T06:02:38.000Z,positif,Kebijakan Pemerintah
1187,@piyetokiiii,"Awal 2014 yg buruk di indonesia,sampah berserakan dimana2 pns mbolos,mana ketegasan pemerintah.?",2014-01-02T05:07:02.000Z,negatif,Kebijakan Pemerintah
1188,@murytech,"Di sini, di indonesia, bukan nya sampah, tapi juga *benalu*
Menikmat fasilitas pemerintah, tapi teriak2 memusuhi pemerintah
Trus, diam2 mau bikin negara sendiri, di dalam negara Indonesia
Malau mau ganti dasar.negara Indonesia senak udel nya",2022-09-27T02:52:05.000Z,positif,Kebijakan Pemerintah
1189,@delssh,sangat muak dengan semua politik di Indonesia. mulai dari pemerintah sampai rakyat yang gak paham dan asal jeplak ngomong ini itu ngarang cerita demi saling menjatuhkan lawan. muak liat perdebatan sana sini. muak baca komen2 sampah bawa2 agama. muak.,2018-09-29T19:08:49.000Z,negatif,Kebijakan Pemerintah
1190,@popijce,"gak ada yg lebih sampah dari pemerintah di indonesia, thailand, dan filipina",2020-10-16T16:02:44.000Z,positif,Kebijakan Pemerintah
1191,@riotdecember,Sedangkan di indonesia kasus korupsi masih merajalela. Pemerintah sampah! RT @infoSMG 9 Desember: Hari Anti korupsi seDunia #HariAntiKorupsi,2012-12-09T00:35:42.000Z,positif,Sampah
1192,@achy_disastri,"gimana tukang sampah di Indonesia bisa dihargai pekerjaannya sama orang2 kalau pemerintah tidak menghargai mereka dengan ""angka"" yang baik",2012-02-29T06:24:14.000Z,positif,Kebijakan Pemerintah
1193,@HiSupBar,Cuman di indonesia banjir nyalahin pemerintah bukan nyalahin orang buang sampah sembarangan,2021-02-20T16:21:02.000Z,positif,Kebijakan Pemerintah
1194,@indonews9,"kabartvOne: Sampah di Indonesia Bisa Hasilkan Rp50,6 Miliar per Tahun: Pemerintah optimistis pengelolaan sampah melalui bank....  #berita",2011-09-23T13:59:22.000Z,negatif,Pengelolaan Sampah
1195,@NganjukBoys,"Dari banyaknya sampah di indonesia itu brp % nya bersumber dari popok, spt nya pemerintah hrs mulai memikirkan nih agar popok kain lebih di utamakan drpd popok sekali pke, klo bs dilarang aja produksinya",2020-01-30T03:31:14.000Z,positif,Kebijakan Pemerintah
1196,@Ayi6667,"Kepada pemerintah lingkungan hidup, tolong perhatikan sampah pelastik, dampaknya banjir di indonesia
#laporanwarga
@kompastv",2016-12-09T07:49:37.000Z,negatif,Kebijakan Pemerintah
1197,@Sacty_21,Hanya di Indonesia: Warga buang sampah di kuala sembarangan. Trjadi banjir dan yg di salahkan pemerintah! Hebat..!!!,2012-11-26T07:32:38.000Z,positif,Kebijakan Pemerintah
1198,@alyssaint,Bapak pemerintah tolong dong masalah sampah di indonesia di tangani secepatnya! Jangan lupa pak sampah yang satu ini @chyntiayu basmi duluan,2011-02-24T00:14:50.000Z,positif,Kebijakan Pemerintah
1199,@noviananiena,"RT @saktisakti: Politik di Indonesia = Menjijikkan , Politikusnya = Sampah , Pemerintah = Penipu n tukang sandiwara. #PrayForIndonesia",2011-07-20T06:13:08.000Z,negatif,Sampah
1200,@Kampanye_Bali,"Sampah plastik kini sudah menjadi ancaman di berbagai daerah di Indonesia, siapa yang bertanggung jawab untuk itu?Pemerintah? Masyarakat?",2015-02-20T13:01:06.000Z,positif,Sampah
1201,@gorecycleid,Satu April 2019 sebagai kick-off GoRecycle berperan dalam memerangi sampah khususnya sampah plastik di Indonesia. Kami membantu program pemerintah.,2019-04-01T16:59:57.000Z,negatif,Kebijakan Pemerintah
1202,@KemenkeuRI,"#InfoKeu
Saat ini, sampah kantong plastik mendominasi jumlah sampah plastik di Indonesia.

Oleh karena itu Pemerintah perlu menerapkan cukai terhadap plastik untuk mengurangi dampak pencemaran terhadap lingkungan hidup baik di air, darat dan udara.",2019-07-04T06:47:44.000Z,negatif,Sampah
1203,@Ronnie_Rusli,"Semua kedutaan besar di Indonesia adalah berperan sebagai markas ""inteljen ekonomi"" dan melapor ke negara mereka. Koran dan berita resmi pemerintah hanya masuk tong sampah di masing2 kedutaan.",2021-09-18T23:51:34.000Z,positif,Kebijakan Pemerintah
1204,@noviananiena,"RT @saktisakti: Politik di Indonesia = Menjijikkan , Politikusnya = Sampah , Pemerintah = Penipu n tukang sandiwara. #PrayForIndonesia",2011-07-20T06:13:08.000Z,negatif,Sampah
1205,@OLo_Harianja,Ternyata pemerintah di Indonesia ini sampah semuanya.! Terlihat dr bencana Kebakaran Hutan & Lahan di Riau ini.! Riau Tdk ada Dpt Bantuan.!,2014-03-13T10:15:00.000Z,positif,Kebijakan Pemerintah
1206,@Sacty_21,Hanya di Indonesia: Warga buang sampah di kuala sembarangan. Trjadi banjir dan yg di salahkan pemerintah! Hebat..!!!,2012-11-26T07:32:38.000Z,positif,Kebijakan Pemerintah
1207,@nadia_rnz,"Hanya di Indonesia buang sampah di sungai, dan kalo udah banjir nyalahin pemerintah.. Padahal masyarakatnya sendiri yg gak punya otak. -_-""",2012-11-28T10:05:16.000Z,positif,Kebijakan Pemerintah
1208,@DaurSahabat,"Bagaimana dengan Indonesia? kita masih jauh tertinggal dengan negara-negara lain terkait dengan pengelolaan sampah. Edukasi, kesadaran dan perhatian seluruh pihak serta ketegasan pemerintah dalam hal pengelolaan sampah di Indonesia masih sangat minim. Gimana menurut kamu?",2021-04-01T08:00:49.000Z,negatif,Pengelolaan Sampah
1209,@yugosandahsyat,"Selamat dan sukses tuk pemko Banjarmasin. Salah satu pemda dari hanya 10 pemda di Indonesia yg mendapat sharing Dana Insentif Daerah sebesar 9M lebih, dari dana APBN 2019. DID utk pengelolaan sampah sbg apresiasi pemerintah pusat thd pengelolaan sampah plastik di Kota Bjm.",2018-12-06T00:09:21.000Z,positif,Pengelolaan Sampah
1210,@HimbioUnila,Peraturan itu di tuang dalam Peraturan Pemerintah oleh Menteri Lingkungan Hidup dan Kehutanan Nomor SE.8/PSLB3/PS/PLB.0/5/2016 tentang Pengurangan Sampah Plastik Melalui Penerapan Kantong Belanja Plastik Sekali Pakai Tidak Gratis di seluruh gerai pasar ritel modern di Indonesia.,2018-12-17T14:26:38.000Z,negatif,Sampah
1211,@Mj_rocknroll,#Pemerintah di #Indonesia SAMPAH!!!,2012-07-31T20:30:22.000Z,positif,Sampah
1212,@sabikk,Pemerintah harus segera memikirkan cara untuk menanggulangi band sampah di indonesia #merdeka,2011-08-16T16:07:56.000Z,positif,Sampah
1213,@saktisakti,"Politik di Indonesia = Menjijikkan , Politikusnya = Sampah , Pemerintah = Penipu n tukang sandiwara. #PrayForIndonesia",2011-07-20T06:09:12.000Z,negatif,Sampah
1214,@aldipratama_,"Buat apa pemerintah nyiptain uang wa, hahaha  RT @robertusheru: Sistem birokrasi di INDONESIA sampah..pelayanan lelet g cekatan",2011-02-08T01:54:01.000Z,negatif,Kebijakan Pemerintah
1215,@greenradioline,Arif: persoalan persapahan di Indonesia merupakan persoalan klasik yang berakar dari kegagalan manajemen sampah dari pemerintah,2017-10-18T08:15:48.000Z,negatif,Kebijakan Pemerintah
1216,@HimbioUnila,"Indonesia yang hanya diminta memilah dua jenis sampah saja, masih belum mampu menjalankan program ini. Padahal pemerintah di beberapa daerah di Indonesia sudah mulai menjalankan program pemilahan sampah ini salah satunya dengan menyediakan tempat sampah sesuai dengan jenis sampah",2018-12-18T06:51:17.000Z,negatif,Kebijakan Pemerintah
1217,@RudySoull,"Cuma di indonesia, ada tukang buang sampah nyuruh2 pemerintah buat mungut sampah di sungai.
Tapi aku yakin, penduduk twiter ga gitu kok..(selain aku) 
Dasar aku...",2019-08-21T13:08:31.000Z,positif,Kebijakan Pemerintah
1218,@Acengnasir,11. Dimaksudkan research center adalah menghasilkan alih teknology yang tepat karena kita banyak pakar itu di BPPT dan pemerintah harus memberikan ketetapan terkait itu sebagai bentuk regulasi strategis jenis apa yang tepat utk pengelolaan sampah di Indonesia @BPPT_RI @jokowi,2019-08-03T01:50:59.000Z,positif,Pengelolaan Sampah
1219,@Suara_Sidoarjo,#IndonesiaBebasSampah Apa pendapat anda mengenai permasalahan sampah di Indonesia dan beberapa kebijakan yang diterapkan pemerintah?,2016-02-22T00:19:09.000Z,negatif,Kebijakan Pemerintah
1220,@crosemarie,"Di Indonesia, pemerintah sudah memiliki undang"" tersendiri terkait mslh sampah, yakni UU nomor 18 thn 2008. #harisampah",2010-02-21T05:24:54.000Z,positif,Kebijakan Pemerintah
1221,@kikiyosaniar,"Wahai pemerintah dan media SAMPAH
Ckuplah menutupi fakta diskriminasi trhadap minoritas muslim di Indonesia",2015-07-17T13:56:09.000Z,positif,Kebijakan Pemerintah
1222,@Hajemih,"hese jeung, lolobana nimbun duit wae=)) RT @AjeeengAP
Pemerintah di Indonesia layaknya menimbun sampah anorganik",2012-12-21T10:20:42.000Z,positif,Sampah
1223,@SitiNurbayaLHK,"Untuk itu dengan Perpres 83/2018 Pemerintah bertekad mengatasi masalah sampah laut dan plastik di Indonesia. 

Kita hadapi tantangan lingkungan khususnya masalah sampah dengan langkah sistematis dan kerja kolaboratif dalam semangat gotong royong.",2019-03-04T10:11:25.000Z,negatif,Sampah
1224,@iyoskusuma,Rakyat buang sampah sembarangan > banjir > pemerintah disalahin. Slmat datang di Indonesia.,2010-02-14T09:04:30.000Z,positif,Kebijakan Pemerintah
1225,@ChandraasriID,"Solusi penanganan sampah lewat aspal plastik sudah mulai menarik perhatian banyak pihak, terlebih lagi sejak aspal plastik menjadi salah satu program pemerintah untuk mengurangi sampah plastik di Indonesia.",2019-03-31T13:24:43.000Z,positif,Kebijakan Pemerintah
1226,@niamironman,"Siklus Permasalahan Sampah di Indonesia 

-Perilaku konsumtif
-Bahan kemasan tidak ramah lingkungan
-Perilaku bejat manusia
-Kebijakan Pemerintah belum efektif",2019-06-08T12:33:13.000Z,positif,Sampah
1227,@edelweisscraft_,penggalauan masal :)) RT @kedai_ilalang: Kalo di gunung banyak sampah..dan pemerintah tegas...di tutup lah semua gunung di Indonesia.....gim,2014-08-16T06:31:54.000Z,negatif,Kebijakan Pemerintah
1228,@ThinkerNir,"Rame nih pada #TolakRUUPermusikan

Yha abis ngapain pemerintah (sok) sibuk ngurus yg gini2. Urus aja dah itu persoalan yg emang substansial.

Mending kalian tuh sibuk mikirin sistem pengolahan sampah di Indonesia, atau apa gitu.
Yang beneran ESENSIAL gitu loh! Gw nangis nih! ",2019-02-03T22:51:35.000Z,negatif,Kebijakan Pemerintah
1229,@RSPrayuga,"di Jepang lgi tren mungutin  sampah, dan mereka gak protes sama pemerintah, di Indonesia mungutin gak, protesnya menjadi. sangat disayangkan",2013-09-15T07:32:32.000Z,positif,Kebijakan Pemerintah
1230,@poopepie2,"Dulunya visilu bagus bro, ngenalin kampus-kampus di indonesia sama modern-jazz progreasive/fussion, sekarang napa pake gimmick metaverse pake kerja sama pemerintah juga lagi. Sampah",2022-05-17T02:23:45.000Z,positif,Kebijakan Pemerintah
1231,@dimassamiajip,"Pemerintah harusnya liat sisi positif dri sampah di Indonesia, kan sampah naik 5% pertahun, harusnya lapangan kerja juga naik lebih dri itu.",2014-09-14T01:43:05.000Z,positif,Sampah
1232,@shvira,"RT @anisarzknrhmsr: @GPINDO Greenpeace,yuk infokan ke semua masy di Indonesia agar buang sampah ke tempatnya.Sampaikan ke pemerintah yuk!",2011-05-10T06:11:48.000Z,positif,Kebijakan Pemerintah
1233,@Ryuupil,"di indonesia  pengelolaan sampah aja ga bagus. udah pemerintah nya ga peduli sm kelestarian lingkungan, masyarakat nya juga apatis.  sampah di TPS aja campur. boro boro misahin sampah kaya di LN organik non organik sm yg bs didaur ulang.",2021-12-16T06:31:37.000Z,negatif,Pengelolaan Sampah
1234,@KinsyahS,"suasana banjir dibeberpa daerah di indonesia, jgn lah cuma bisa menyalahkan pemerintah saja, masyarakat harusnya sadar apa yg sudah diperbuat trhdp lingkungan kita, masyarakatlah yg menebang hutang dan membuang sampah sembarangan brtumpuk disemua aliran sungai.",2020-01-09T07:20:46.000Z,positif,Kebijakan Pemerintah
1235,@BiskuitBetter,Dengan kebijakan pemerintah yang sekarang lagi berusaha mengurangi sampah plastik di Indonesia...,2016-03-15T11:00:11.000Z,negatif,Kebijakan Pemerintah
1236,@OceanDefenderID,14. Tujuannya mengidentifikasi produsen utama penyumbang sampah botol plastik di Indonesia dan mendukung pemerintah utk menegakkan peraturan,2017-10-08T02:23:05.000Z,positif,Kebijakan Pemerintah
1237,@FallahVengeance,Kesian kalo ngeliat anak bayi dibawa mulung sampah sama orang tuanya Semoga pemerintah lebih memperhatikan rakyat miskin yg ada di indonesia,2014-08-25T09:02:01.000Z,positif,Kebijakan Pemerintah
1238,@GamingKitting,"Jangan nyalahin gubernur/pemerintah tentang kebanjiran di Indonesia jika Diri kalian atau Keluarga kalian masih suka membuang sampah sembarangan/ke sungai(kali)!!!
Sadar diri dahulu baru mengkritik orang lain.",2021-02-21T05:21:09.000Z,positif,Kebijakan Pemerintah
1239,@OceanDefenderID,14. Tujuannya mengidentifikasi produsen utama penyumbang sampah botol plastik di Indonesia dan mendukung pemerintah utk menegakkan peraturan,2017-10-08T02:23:05.000Z,positif,Kebijakan Pemerintah
1240,@suryagu05693383,"Demokrasi di Indonesia itu di rusak oleh Rezim Jokowi beserta Antek2nya begitu jg Kyainya Ma'ruf Amin....dialah Jokowi si Raja Koruptor Suara,Sampah Masyarakat...komen sy ini tdk mungkin bisa dibantah oleh orang2 yg fair,adil dan Amanah,semoga komen sy ini di baca oleh Pemerintah",2020-11-09T11:50:56.000Z,positif,Sampah
1241,@cristian_julian,Perjuangan tukang sampah di Indonesia sgt jauh dr perhatian pemerintah... pdhl mrk mulia #NW BBC Knowledge,2013-05-20T11:57:12.000Z,positif,Kebijakan Pemerintah
1242,@yudiputra23,"betul yg dishare atlet Sujiati, banyak hal yg harus dibenahi di Indonesia. Bukan hanya soal olahraga, namun yg lebih priority lagi soal kesadaran diri. Baik dari level pemerintah hingga warga sipil. Mulai dari tingkat korupsi yg harus ditegaskan hingga kesadaran buang sampah.",2022-04-24T22:43:51.000Z,positif,Kebijakan Pemerintah
1243,@harsaktian,"hanya di INDONESIA kalo banjir yang disalahkan pemerintah .. kaliat itu smart .. sadar diri napa 

hal spele lah 
buang sampah ke tempat sampah ( salah )
buangsampah kesungai / kali ( benarrrr )

dah tau pemerintah INDONESIA bobrok
lah masyarakatnya gak nyadarr",2021-02-20T19:07:14.000Z,negatif,Kebijakan Pemerintah
1244,@hannonou,"Penyebab Banjir di Indonesia hanya ada 3 sebab, yaitu :

1. Curah Hujan Tinggi
2. Masyarakat yg membuang sampah tidak pada tempatnya
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
99. Pendapat para ahli yg tidak dihiraukan PEMERINTAH",2021-01-19T04:39:15.000Z,positif,Sampah
1245,@Hilmirzd,Mahasiswa di Indonesia yg demen demo sampah semua. Maunya demo nuntut pemerintah tpi mrka gabisa lakuin apa2. Bego,2011-11-08T08:57:14.000Z,negatif,Kebijakan Pemerintah
1246,@KhoeriAkmal,"Di Indonesia  banyak yg mikir kalo banjir tuh terjadi krna maksiat, buang sampah sembarangan, dan pemerintah yg gak bener.  Tapi ada gak sih yang mikir HAARP nya america????",2020-01-04T11:12:12.000Z,positif,Kebijakan Pemerintah
